train_start,train_end,test_year,model,block,threshold_note,n,positive_count,positive_prevalence,pr_auc,roc_auc,recall,precision,f1,balanced_accuracy,brier_score,threshold,tn,fp,fn,tp,pr_auc_baseline,pr_auc_absolute_lift,normalized_pr_auc
2010/11,2019/20,2020/21,xgboost,B,fixed 0.5; PR-AUC is primary,11431,3720,0.32543084594523664,0.6874599305763466,0.8403745068837563,0.585752688172043,0.6847894406033941,0.6314111851637206,0.7278393838992753,0.1505186951139866,0.5,6708,1003,1541,2179,0.32543084594523664,0.36202908463110994,0.536681943511635
2010/11,2020/21,2021/22,xgboost,B,fixed 0.5; PR-AUC is primary,12393,3365,0.2715242475591059,0.6427634969651553,0.84030755233347,0.5298662704309064,0.6645546030562803,0.5896164021164021,0.7150882083213459,0.13768553035954234,0.5,8128,900,1582,1783,0.2715242475591059,0.3712392494060494,0.5096109900187384
2010/11,2021/22,2022/23,xgboost,B,fixed 0.5; PR-AUC is primary,13000,3723,0.2863846153846154,0.6551495358388101,0.8376177255659382,0.5377383830244427,0.6761229314420804,0.5990424895272292,0.7171822237424681,0.1427824744011286,0.5,8318,959,1721,2002,0.2863846153846154,0.3687649204541947,0.5167558441203548
2010/11,2022/23,2023/24,xgboost,B,fixed 0.5; PR-AUC is primary,12814,3127,0.24402996722334946,0.6277340408007477,0.8421129151855046,0.5155100735529261,0.6542207792207793,0.5766410302271507,0.7137785734751314,0.1295192678876744,0.5,8835,852,1515,1612,0.24402996722334946,0.3837040735773982,0.507565190339711
