mean_predicted_probability,observed_fraction_positive
0.018452388375033858,0.025482625482625483
0.029047384244247583,0.03731053245239021
0.04380395728336984,0.06044168926772569
0.06634123036443125,0.08481797056545314
0.10091541919111051,0.127082526152654
0.16872900911469368,0.20573421154591243
0.2863608989417322,0.3164213787761425
0.43178386775526323,0.45796203022084464
0.5748365433906133,0.6009298721425804
0.7200764319538424,0.737412858249419
