financial_year,column,n_records,n_missing,missing_rate
2024/25,OTHER_PROPERTY_AFFECTED_CLOSE,13193,0,0.0
2025/26,FRS_TERRITORY,13679,0,0.0
2025/26,E_CODE_TERRITORY,13679,0,0.0
2025/26,FINANCIAL_YEAR,13679,0,0.0
2025/26,DAY_OF_WEEK,13679,0,0.0
2025/26,DAY_NIGHT,13679,0,0.0
2025/26,BUILDING_TYPE,13679,0,0.0
2025/26,FSO_APPLY,13679,0,0.0
2025/26,OCCUPIED_NORMAL,13679,0,0.0
2025/26,OCCUPIED_TIME,13679,0,0.0
2025/26,ALARM_SYSTEM,13679,0,0.0
2025/26,SAFETY_SYSTEM,13679,0,0.0
2025/26,IGNITION_TO_DISCOVERY,13679,0,0.0
2025/26,DISCOVERY_TO_CALL,13679,0,0.0
2025/26,LATE_CALL,13679,0,0.0
2025/26,ACCIDENTAL_OR_DELIBERATE,13679,0,0.0
2025/26,CAUSE_OF_FIRE,13679,0,0.0
2025/26,IGNITION_POWER,13679,0,0.0
2025/26,SOURCE_OF_IGNITION,13679,0,0.0
2025/26,FIRE_START_LOCATION,13679,0,0.0
2025/26,FIRE_SIZE_ON_ARRIVAL,13679,0,0.0
2025/26,OTHER_PROPERTY_AFFECTED_ON_ARRIVAL,13679,0,0.0
2025/26,ITEM_IGNITED,13679,0,0.0
2025/26,ITEM_CAUSING_SPREAD,13679,0,0.0
2025/26,RAPID_FIRE_GROWTH,13679,12565,0.9185612983405219
2025/26,VEHICLES,13679,0,0.0
2025/26,VEHICLES_CODE,13679,0,0.0
2025/26,PERSONNEL,13679,0,0.0
2025/26,PERSONNEL_CODE,13679,0,0.0
2025/26,RESPONSE_TIME,13679,0,0.0
2025/26,RESPONSE_TIME_CODE,13679,0,0.0
2025/26,TIME_AT_SCENE,13679,0,0.0
2025/26,TIME_AT_SCENE_CODE,13679,0,0.0
2025/26,FATALITY_CASUALTY,13679,12981,0.9489728781343666
2025/26,RESCUES,13679,0,0.0
2025/26,FIRE_DAMAGE_EXTENT,13679,0,0.0
2025/26,FIRE_DAMAGE_EXTENT_CODE,13679,0,0.0
2025/26,TOTAL_DAMAGE_EXTENT,13679,0,0.0
2025/26,TOTAL_DAMAGE_EXTENT_CODE,13679,0,0.0
2025/26,SPREAD_OF_FIRE,13679,0,0.0
2025/26,OTHER_PROPERTY_AFFECTED_CLOSE,13679,0,0.0
